Time,Tissue Displacement,Pressure,Temperature,Piston Displacement,Opening Diameter,Battery Voltage,Charging,deformation,pressureApplied,IAP,stress,force,strain,elasticity,,,,,,,,,
936547,35,100.34,24.37,0,60,0.09,Unplugged,3,-0.54,0.67,4.92,1740.04,50,0.10|,,,,,,,,,
936589,35,100.34,24.37,0,60,0.08,Unplugged,3,-0.54,0.67,4.93,1743.99,50,0.10|,,,,,,,,,
936632,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.29,10,3538.13,16.67,0.60|,,,,,,,,,
936676,39,100.34,24.37,0,60,0.08,Unplugged,-1,-0.54,0.34,2.24,793.36,-16.67,-0.13|,,,,,,,,,
936718,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.87,1367.36,0,inf|,,,,,,,,,
936760,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.85,1363.28,0,inf|,,,,,,,,,
936803,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.66,2000.21,33.33,0.17|,,,,,,,,,
936844,35,100.34,24.37,0,60,0.08,Unplugged,3,-0.54,0.67,4.92,1739.13,50,0.10|,,,,,,,,,
936886,35,100.34,24.37,0,60,0.08,Unplugged,3,-0.54,0.67,4.92,1739.42,50,0.10|,,,,,,,,,
936929,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.86,1365.14,0,inf|,,,,,,,,,
936972,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.66,2002.6,33.33,0.17|,,,,,,,,,
937015,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.85,1363.37,0,inf|,,,,,,,,,
937057,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.66,2002.71,33.33,0.17|,,,,,,,,,
937100,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.86,1365.54,0,inf|,,,,,,,,,
937142,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.29,9.98,3530.62,16.67,0.60|,,,,,,,,,
937184,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.85,1362.75,0,inf|,,,,,,,,,
937227,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.95,3518.7,16.67,0.60|,,,,,,,,,
937268,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.96,3520.9,16.67,0.60|,,,,,,,,,
937310,35,100.34,24.37,0,60,0.08,Unplugged,3,-0.54,0.67,4.91,1735.55,50,0.10|,,,,,,,,,
937352,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.85,1361.17,0,inf|,,,,,,,,,
937393,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.65,1999.58,33.33,0.17|,,,,,,,,,
937436,36,100.34,24.37,0,60,0.07,Unplugged,2,-0.54,0.76,5.66,2001.63,33.33,0.17|,,,,,,,,,
937478,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.87,1367.23,0,inf|,,,,,,,,,
937519,34,100.34,24.37,0,60,0.08,Unplugged,4,-0.54,0.63,4.61,1629.88,66.67,0.07|,,,,,,,,,
937562,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.86,1364.48,0,inf|,,,,,,,,,
937603,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.29,9.97,3527.46,16.67,0.60|,,,,,,,,,
937646,36,100.34,24.37,0,60,0.07,Unplugged,2,-0.54,0.76,5.66,2002,33.33,0.17|,,,,,,,,,
937688,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.96,3521.05,16.67,0.60|,,,,,,,,,
937731,38,100.34,24.37,0,60,0.06,Unplugged,0,-0.54,0.54,3.86,1364.42,0,inf|,,,,,,,,,
937774,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.95,3519.2,16.67,0.60|,,,,,,,,,
937816,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.96,3523.91,16.67,0.60|,,,,,,,,,
937858,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.96,3523.46,16.67,0.60|,,,,,,,,,
937901,37,100.34,24.37,0,60,0.06,Unplugged,1,-0.54,1.28,9.96,3524.11,16.67,0.60|,,,,,,,,,
937943,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.86,1363.59,0,inf|,,,,,,,,,
937985,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.97,3525.41,16.67,0.60|,,,,,,,,,
938028,35,100.34,24.37,0,60,0.08,Unplugged,3,-0.54,0.67,4.92,1739.22,50,0.10|,,,,,,,,,
938070,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.95,3519.95,16.67,0.60|,,,,,,,,,
938112,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.64,1996.48,33.33,0.17|,,,,,,,,,
938154,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.64,1995.49,33.33,0.17|,,,,,,,,,
938197,38,100.33,24.37,0,60,0.08,Unplugged,0,-0.53,0.53,3.84,1357.72,0,inf|,,,,,,,,,
938239,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.75,5.64,1994.64,33.33,0.17|,,,,,,,,,
938281,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.85,1360.06,0,inf|,,,,,,,,,
938325,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.94,3514.24,16.67,0.60|,,,,,,,,,
938366,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.85,1360.53,0,inf|,,,,,,,,,
938408,34,100.34,24.37,0,60,0.08,Unplugged,4,-0.54,0.63,4.6,1627.8,66.67,0.07|,,,,,,,,,
938450,38,100.34,24.37,0,60,0.07,Unplugged,0,-0.54,0.54,3.86,1365.29,0,inf|,,,,,,,,,
938493,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.67,2004.76,33.33,0.17|,,,,,,,,,
938535,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.29,9.99,3533.62,16.67,0.60|,,,,,,,,,
938578,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.87,1367.4,0,inf|,,,,,,,,,
938619,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.29,9.98,3530.67,16.67,0.60|,,,,,,,,,
938662,39,100.34,24.37,0,60,0.08,Unplugged,-1,-0.54,0.34,2.24,791.44,-16.67,-0.13|,,,,,,,,,
938704,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.85,1361.32,0,inf|,,,,,,,,,
938745,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.85,1361.34,0,inf|,,,,,,,,,
938787,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.96,3523.71,16.67,0.60|,,,,,,,,,
938830,36,100.34,24.37,0,60,0.06,Unplugged,2,-0.54,0.76,5.64,1996.31,33.33,0.17|,,,,,,,,,
938874,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.65,1997.31,33.33,0.17|,,,,,,,,,
938915,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.65,1998.13,33.33,0.17|,,,,,,,,,
938957,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.85,1362.91,0,inf|,,,,,,,,,
939000,38,100.34,24.37,0,60,0.07,Unplugged,0,-0.54,0.54,3.85,1363.39,0,inf|,,,,,,,,,
939042,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.66,2001.35,33.33,0.17|,,,,,,,,,
939084,35,100.34,24.37,0,60,0.08,Unplugged,3,-0.54,0.67,4.91,1735.13,50,0.10|,,,,,,,,,
939127,37,100.33,24.37,0,60,0.08,Unplugged,1,-0.53,1.28,9.93,3510.84,16.67,0.60|,,,,,,,,,
939169,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.94,3516.35,16.67,0.60|,,,,,,,,,
939212,39,100.33,24.37,0,60,0.07,Unplugged,-1,-0.53,0.34,2.23,789.04,-16.67,-0.13|,,,,,,,,,
939255,37,100.33,24.37,0,60,0.08,Unplugged,1,-0.53,1.28,9.93,3511.24,16.67,0.60|,,,,,,,,,
939298,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.95,3517.8,16.67,0.60|,,,,,,,,,
939339,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.96,3522.51,16.67,0.60|,,,,,,,,,
939381,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.64,1996.06,33.33,0.17|,,,,,,,,,
939424,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.96,3521.15,16.67,0.60|,,,,,,,,,
939465,37,100.34,24.37,0,60,0.07,Unplugged,1,-0.54,1.28,9.96,3522.41,16.67,0.60|,,,,,,,,,
939507,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.97,3525.51,16.67,0.60|,,,,,,,,,
939549,39,100.34,24.37,0,60,0.08,Unplugged,-1,-0.54,0.34,2.24,793.26,-16.67,-0.13|,,,,,,,,,
939592,35,100.34,24.37,0,60,0.08,Unplugged,3,-0.54,0.67,4.93,1742.8,50,0.10|,,,,,,,,,
939634,35,100.34,24.37,0,60,0.08,Unplugged,3,-0.54,0.67,4.92,1738.56,50,0.10|,,,,,,,,,
939675,38,100.34,24.37,0,60,0.08,Unplugged,0,-0.54,0.54,3.86,1365.66,0,inf|,,,,,,,,,
939717,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.66,2002.14,33.33,0.17|,,,,,,,,,
939759,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.67,2004.22,33.33,0.17|,,,,,,,,,
939802,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.67,2006.15,33.33,0.17|,,,,,,,,,
939844,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.29,9.99,3534.22,16.67,0.60|,,,,,,,,,
939887,36,100.34,24.37,0,60,0.08,Unplugged,2,-0.54,0.76,5.67,2005.07,33.33,0.17|,,,,,,,,,
939929,35,100.34,24.37,0,60,0.08,Unplugged,3,-0.54,0.67,4.93,1742.68,50,0.10|,,,,,,,,,
939971,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.97,3525.96,16.67,0.60|,,,,,,,,,
940011,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.97,3525.41,16.67,0.60|,,,,,,,,,
941011,37,100.34,24.37,0,60,0.08,Unplugged,1,-0.54,1.28,9.97,3526.56,16.67,0.60|,,,,,,,,,
943010,35,100.34,24.34,0,60,0.08,Unplugged,3,-0.54,0.67,4.33,24.26,0,60,0,Unplugged,2,-0.53,0.75,5.62,1986.7,33.33,0.17|
1088418,31,100.33,24.22,0,60,0.05,Unplugged,7,-0.53,0.58,4.2,1483.86,116.67,0.04|,,,,,,,,,
1088461,32,100.32,24.19,0,60,0.04,Unplugged,6,-0.52,0.58,4.19,1481.39,100,0.04|,,,,,,,,,
1088504,32,100.31,24.16,0,60,0.08,Unplugged,6,-0.51,0.57,4.11,1454.27,100,0.04|,,,,,,,,,
1088546,33,100.3,24.15,0,60,0.07,Unplugged,5,-0.5,0.57,4.17,1474.66,83.33,0.05|,,,,,,,,,
1088589,33,100.3,24.15,0,60,0.08,Unplugged,5,-0.5,0.57,4.14,1465.7,83.33,0.05|,,,,,,,,,
1088631,33,100.3,24.15,0,60,0.08,Unplugged,5,-0.5,0.57,4.13,1460.98,83.33,0.05|,,,,,,,,,
1088674,32,100.3,24.16,0,60,0.06,Unplugged,6,-0.5,0.55,4,1415.59,100,0.04|,,,,,,,,,
1088716,33,100.29,24.16,0,60,0.1,Unplugged,5,-0.49,0.56,4.07,1441.1,83.33,0.05|,,,,,,,,,
1088758,31,100.29,24.17,0,60,0.07,Unplugged,7,-0.49,0.53,3.88,1371.16,116.67,0.03|,,,,,,,,,
1088801,31,100.29,24.17,0,60,0.1,Unplugged,7,-0.49,0.53,3.84,1358.8,116.67,0.03|,,,,,,,,,
1088843,33,100.28,24.17,0,60,0.06,Unplugged,5,-0.48,0.55,3.99,1409.44,83.33,0.05|,,,,,,,,,
1088885,32,100.28,24.18,0,60,0.1,Unplugged,6,-0.48,0.53,3.88,1371.91,100,0.04|,,,,,,,,,
1088928,32,100.28,24.18,0,60,0.07,Unplugged,6,-0.48,0.53,3.85,1362.43,100,0.04|,,,,,,,,,
1088970,32,100.28,24.18,0,60,0.09,Unplugged,6,-0.48,0.53,3.83,1354.88,100,0.04|,,,,,,,,,
1089013,33,100.27,24.18,0,60,0.08,Unplugged,5,-0.47,0.54,3.92,1385.93,83.33,0.05|,,,,,,,,,
1089055,32,100.27,24.19,0,60,0.08,Unplugged,6,-0.47,0.52,3.82,1350.71,100,0.04|,,,,,,,,,
1089096,32,100.28,24.19,0,60,0.08,Unplugged,6,-0.48,0.53,3.83,1354.3,100,0.04|,,,,,,,,,
1089138,33,100.28,24.19,0,60,0.08,Unplugged,5,-0.48,0.54,3.94,1394.45,83.33,0.05|,,,,,,,,,
1089181,33,100.28,24.19,0,60,0.09,Unplugged,5,-0.48,0.54,3.96,1400.08,83.33,0.05|,,,,,,,,,
1089223,33,100.28,24.19,0,60,0.08,Unplugged,5,-0.48,0.55,3.98,1408.99,83.33,0.05|,,,,,,,,,
1089265,32,100.28,24.2,0,60,0.1,Unplugged,6,-0.48,0.54,3.91,1381.41,100,0.04|,,,,,,,,,
1089308,34,100.29,24.2,0,60,0.06,Unplugged,4,-0.49,0.57,4.18,1476.93,66.67,0.06|,,,,,,,,,
1089350,32,100.29,24.2,0,60,0.1,Unplugged,6,-0.49,0.54,3.96,1399.46,100,0.04|,,,,,,,,,
1089391,32,100.29,24.2,0,60,0.07,Unplugged,6,-0.49,0.55,3.97,1403.07,100,0.04|,,,,,,,,,
1089433,34,100.29,24.2,0,60,0.1,Unplugged,4,-0.49,0.58,4.23,1496.41,66.67,0.06|,,,,,,,,,
1089477,34,100.29,24.2,0,60,0.06,Unplugged,4,-0.49,0.58,4.24,1499.69,66.67,0.06|,,,,,,,,,
1089520,34,100.3,24.2,0,60,0.1,Unplugged,4,-0.5,0.58,4.26,1504.97,66.67,0.06|,,,,,,,,,
1089561,33,100.3,24.2,0,60,0.06,Unplugged,5,-0.5,0.56,4.1,1449.26,83.33,0.05|,,,,,,,,,
1089604,35,100.3,24.2,0,60,0.08,Unplugged,3,-0.5,0.62,4.56,1611.67,50,0.09|,,,,,,,,,
1089646,33,100.3,24.2,0,60,0.08,Unplugged,5,-0.5,0.57,4.14,1463.52,83.33,0.05|,,,,,,,,,
1089689,34,100.31,24.2,0,60,0.08,Unplugged,4,-0.51,0.59,4.34,1534.46,66.67,0.07|,,,,,,,,,
1089731,31,100.31,24.2,0,60,0.08,Unplugged,7,-0.51,0.55,4.03,1423.87,116.67,0.03|,,,,,,,,,
1089774,31,100.31,24.2,0,60,0.04,Unplugged,7,-0.51,0.56,4.05,1431.24,116.67,0.03|,,,,,,,,,
1089816,31,100.31,24.2,0,60,0.09,Unplugged,7,-0.51,0.56,4.07,1438.59,116.67,0.03|,,,,,,,,,
1089858,33,100.31,24.2,0,60,0.06,Unplugged,5,-0.51,0.58,4.25,1501.64,83.33,0.05|,,,,,,,,,
1089900,32,100.31,24.2,0,60,0.08,Unplugged,6,-0.51,0.57,4.15,1466.93,100,0.04|,,,,,,,,,
1089942,33,100.31,24.2,0,60,0.06,Unplugged,5,-0.51,0.58,4.24,1499.48,83.33,0.05|,,,,,,,,,
1089984,33,100.31,24.2,0,60,0.09,Unplugged,5,-0.51,0.58,4.22,1492.77,83.33,0.05|,,,,,,,,,
1090028,33,100.31,24.21,0,60,0.06,Unplugged,5,-0.51,0.58,4.22,1492.28,83.33,0.05|,,,,,,,,,
1090070,33,100.31,24.21,0,60,0.09,Unplugged,5,-0.51,0.58,4.2,1484.82,83.33,0.05|,,,,,,,,,
1090112,33,100.31,24.21,0,60,0.07,Unplugged,5,-0.51,0.57,4.18,1479.2,83.33,0.05|,,,,,,,,,
1090155,33,100.3,24.21,0,60,0.08,Unplugged,5,-0.5,0.57,4.16,1471.11,83.33,0.05|,,,,,,,,,
1090198,33,100.3,24.21,0,60,0.07,Unplugged,5,-0.5,0.57,4.15,1469.29,83.33,0.05|,,,,,,,,,
1090240,31,100.3,24.21,0,60,0.07,Unplugged,7,-0.5,0.55,4,1413.78,116.67,0.03|,,,,,,,,,
1090282,31,100.31,24.21,0,60,0.09,Unplugged,7,-0.51,0.55,4,1416.36,116.67,0.03|,,,,,,,,,
1090325,32,100.31,24.21,0,60,0.04,Unplugged,6,-0.51,0.56,4.08,1441.44,100,0.04|,,,,,,,,,
1090367,30,100.31,24.21,0,60,0.09,Unplugged,8,-0.51,0.55,3.97,1402.44,133.33,0.03|,,,,,,,,,
1090409,33,100.31,24.21,0,60,0.07,Unplugged,5,-0.51,0.58,4.2,1485.73,83.33,0.05|,,,,,,,,,
1090452,32,100.31,24.21,0,60,0.1,Unplugged,6,-0.51,0.56,4.1,1451.14,100,0.04|,,,,,,,,,
1090494,32,100.31,24.21,0,60,0.06,Unplugged,6,-0.51,0.56,4.11,1452.03,100,0.04|,,,,,,,,,
1090536,33,100.31,24.21,0,60,0.09,Unplugged,5,-0.51,0.58,4.21,1490.19,83.33,0.05|,,,,,,,,,
1090579,33,100.31,24.21,0,60,0.06,Unplugged,5,-0.51,0.58,4.2,1487.16,83.33,0.05|,,,,,,,,,
1090621,35,100.31,24.21,0,60,0.08,Unplugged,3,-0.51,0.63,4.65,1644.82,50,0.09|,,,,,,,,,
1090665,34,100.31,24.21,0,60,0.08,Unplugged,4,-0.51,0.59,4.35,1539.15,66.67,0.07|,,,,,,,,,
1090707,32,100.31,24.21,0,60,0.05,Unplugged,6,-0.51,0.56,4.07,1440.21,100,0.04|,,,,,,,,,
1090750,32,100.31,24.21,0,60,0.08,Unplugged,6,-0.51,0.56,4.07,1441.12,100,0.04|,,,,,,,,,
1090792,34,100.31,24.21,0,60,0.06,Unplugged,4,-0.51,0.59,4.34,1533.83,66.67,0.07|,,,,,,,,,
1090834,33,100.31,24.21,0,60,0.09,Unplugged,5,-0.51,0.57,4.19,1480.85,83.33,0.05|,,,,,,,,,
1090877,33,100.31,24.21,0,60,0.06,Unplugged,5,-0.51,0.57,4.18,1478.6,83.33,0.05|,,,,,,,,,
1090919,33,100.3,24.21,0,60,0.09,Unplugged,5,-0.5,0.57,4.14,1464.43,83.33,0.05|,,,,,,,,,
1090961,31,100.3,24.21,0,60,0.06,Unplugged,7,-0.5,0.54,3.96,1398.9,116.67,0.03|,,,,,,,,,
1091004,31,100.3,24.21,0,60,0.08,Unplugged,7,-0.5,0.54,3.93,1391.57,116.67,0.03|,,,,,,,,,
1091046,35,100.29,24.21,0,60,0.08,Unplugged,3,-0.49,0.61,4.53,1600.93,50,0.09|,,,,,,,,,
1091089,33,100.29,24.21,0,60,0.08,Unplugged,5,-0.49,0.56,4.06,1437.05,83.33,0.05|,,,,,,,,,
1091131,31,100.29,24.21,0,60,0.08,Unplugged,7,-0.49,0.54,3.89,1376.65,116.67,0.03|,,,,,,,,,
1091174,33,100.29,24.21,0,60,0.06,Unplugged,5,-0.49,0.56,4.05,1433.86,83.33,0.05|,,,,,,,,,
1091216,32,100.29,24.21,0,60,0.09,Unplugged,6,-0.49,0.54,3.96,1401.5,100,0.04|,,,,,,,,,
1091258,32,100.29,24.21,0,60,0.06,Unplugged,6,-0.49,0.55,3.97,1404.26,100,0.04|,,,,,,,,,
1091302,33,100.29,24.21,0,60,0.1,Unplugged,5,-0.49,0.56,4.07,1438.58,83.33,0.05|,,,,,,,,,
1091344,34,100.29,24.21,0,60,0.07,Unplugged,4,-0.49,0.57,4.18,1479.77,66.67,0.06|,,,,,,,,,
1091387,32,100.29,24.21,0,60,0.08,Unplugged,6,-0.49,0.54,3.92,1386.5,100,0.04|,,,,,,,,,
1091430,32,100.29,24.21,0,60,0.08,Unplugged,6,-0.49,0.54,3.93,1391.59,100,0.04|,,,,,,,,,
1091473,32,100.29,24.21,0,60,0.06,Unplugged,6,-0.49,0.54,3.94,1395.15,100,0.04|,,,,,,,,,
1091515,33,100.29,24.21,0,60,0.08,Unplugged,5,-0.49,0.55,4.05,1431.28,83.33,0.05|,,,,,,,,,
1091557,33,100.29,24.21,0,60,0.07,Unplugged,5,-0.49,0.56,4.07,1439.01,83.33,0.05|,,,,,,,,,
1091600,32,100.29,24.21,0,60,0.09,Unplugged,6,-0.49,0.55,3.99,1410.39,100,0.04|,,,,,,,,,
1091641,32,100.3,24.21,0,60,0.05,Unplugged,6,-0.5,0.55,4.01,1419.79,100,0.04|,,,,,,,,,
1091683,34,100.3,24.21,0,60,0.08,Unplugged,4,-0.5,0.59,4.29,1516.9,66.67,0.06|,,,,,,,,,
1091725,34,100.3,24.21,0,60,0.06,Unplugged,4,-0.5,0.59,4.31,1523.73,66.67,0.06|,,,,,,,,,
1091767,34,100.3,24.21,0,60,0.08,Unplugged,4,-0.5,0.59,4.32,1528.72,66.67,0.06|,,,,,,,,,
1091809,32,100.31,24.21,0,60,0.06,Unplugged,6,-0.51,0.56,4.08,1444.03,100,0.04|,,,,,,,,,
1091853,32,100.31,24.21,0,60,0.1,Unplugged,6,-0.51,0.56,4.08,1442.38,100,0.04|,,,,,,,,,
1091895,32,100.31,24.21,0,60,0.06,Unplugged,6,-0.51,0.56,4.09,1445.25,100,0.04|,,,,,,,,,
1091937,34,100.31,24.21,0,60,0.08,Unplugged,4,-0.51,0.6,4.36,1542.83,66.67,0.07|,,,,,,,,,
1091980,33,100.31,24.21,0,60,0.07,Unplugged,5,-0.51,0.58,4.22,1492.17,83.33,0.05|,,,,,,,,,
1092022,32,100.31,24.21,0,60,0.07,Unplugged,6,-0.51,0.57,4.12,1458.04,100,0.04|,,,,,,,,,
1092065,33,100.31,24.21,0,60,0.08,Unplugged,5,-0.51,0.58,4.25,1501.97,83.33,0.05|,,,,,,,,,
1092109,31,100.32,24.21,0,60,0.06,Unplugged,7,-0.52,0.57,4.11,1452.72,116.67,0.04|,,,,,,,,,
1092150,33,100.28,24.21,0,60,0.08,Unplugged,5,-0.48,0.54,3.97,1403.69,83.33,0.05|,,,,,,,,,
1092194,30,100.29,24.22,0,60,0.06,Unplugged,8,-0.49,0.53,3.85,1360.63,133.33,0.03|,,,,,,,,,
1092236,33,100.3,24.22,0,60,0.08,Unplugged,5,-0.5,0.57,4.15,1467.62,83.33,0.05|,,,,,,,,,
1092279,32,100.32,24.22,0,60,0.06,Unplugged,6,-0.52,0.58,4.23,1494.35,100,0.04|,,,,,,,,,
1092321,33,100.34,24.22,0,60,0.08,Unplugged,5,-0.54,0.61,4.46,1576.92,83.33,0.05|,,,,,,,,,
1092364,34,100.35,24.22,0,60,0.07,Unplugged,4,-0.55,0.64,4.69,1657.43,66.67,0.07|,,,,,,,,,
1092406,31,100.36,24.22,0,60,0.07,Unplugged,7,-0.56,0.61,4.4,1557.6,116.67,0.04|,,,,,,,,,
1092448,31,100.36,24.21,0,60,0.08,Unplugged,7,-0.56,0.61,4.45,1573.42,116.67,0.04|,,,,,,,,,
1092490,34,100.37,24.22,0,60,0.07,Unplugged,4,-0.57,0.67,4.9,1732.07,66.67,0.07|,,,,,,,,,
1092532,33,100.37,24.22,0,60,0.08,Unplugged,5,-0.57,0.65,4.71,1666.09,83.33,0.06|,,,,,,,,,
1092575,30,100.2,24.22,0,60,0.04,Unplugged,8,-0.4,0.43,3.1,1097.99,133.33,0.02|,,,,,,,,,
1092617,30,99.7,24.22,0,60,0.09,Unplugged,8,0.1,-0.1,-0.75,-263.65,133.33,-0.01|,,,,,,,,,
1092659,29,98.91,24.21,0,60,0.06,Unplugged,9,0.89,-0.95,-6.86,-2425.8,150,-0.05|,,,,,,,,,
1092703,28,97.99,24.21,0,60,0.09,Unplugged,10,1.81,-1.92,-13.91,-4920.73,166.67,-0.08|,,,,,,,,,
1092745,28,97.09,24.21,0,60,0.06,Unplugged,10,2.71,-2.88,-20.82,-7363.7,166.67,-0.12|,,,,,,,,,
1092788,29,96.3,24.21,0,60,0.08,Unplugged,9,3.5,-3.74,-27.12,-9590.48,150,-0.18|,,,,,,,,,
1092832,29,95.63,24.21,0,60,0.08,Unplugged,9,4.17,-4.46,-32.29,-11421.38,150,-0.22|,,,,,,,,,
1092877,27,95.07,24.2,0,60,0.07,Unplugged,11,4.73,-4.99,-36.09,-12765.61,183.33,-0.20|,,,,,,,,,
1092919,27,94.61,24.2,0,60,0.09,Unplugged,11,5.19,-5.48,-39.63,-14014.57,183.33,-0.22|,,,,,,,,,
1092962,28,94.23,24.2,0,60,0.05,Unplugged,10,5.57,-5.92,-42.83,-15148.53,166.67,-0.26|,,,,,,,,,
1093006,28,93.9,24.2,0,60,0.08,Unplugged,10,5.9,-6.26,-45.31,-16024.01,166.67,-0.27|,,,,,,,,,
